player_id,full_name,age,height,years_exp,team,position,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
3257,Jacoby Brissett,31.0,76,8.0,NE,QB,8.04,10.56,3.92,8.02,7.4,0.0,0.0,8.38,0.0,0.0,0.0,,,,,,
3271,Tyler Higbee,31.0,78,8.0,LAR,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3286,Demarcus Robinson,30.0,73,8.0,LAR,WR,6.2,6.0,3.7,4.7,10.3,0.0,1.4,16.5,24.4,2.8,2.9,8.5,0.0,0.0,0.0,0.0,0.0
3294,Dak Prescott,31.0,74,8.0,DAL,QB,11.46,14.92,29.86,16.74,18.38,5.22,0.0,15.62,12.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3321,Tyreek Hill,30.0,70,8.0,MIA,WR,22.5,5.1,5.5,6.2,9.9,0.0,1.8,10.2,10.0,10.2,15.6,7.3,17.3,0.0,0.0,0.0,0.0
3357,Brandon Allen,32.0,74,8.0,SF,QB,,,,,,,,,,,,9.46,,,,,
4017,Deshaun Watson,29.0,75,7.0,CLE,QB,12.66,15.44,16.44,13.24,8.4,8.42,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4018,Joe Mixon,28.0,73,7.0,HOU,RB,25.3,6.5,0.0,0.0,0.0,26.2,25.4,21.4,16.6,16.0,34.3,7.0,0.0,0.0,0.0,0.0,0.0
4029,Dalvin Cook,29.0,70,7.0,DAL,RB,0.0,,,,,,,2.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4033,David Njoku,28.0,76,7.0,CLE,TE,6.4,0.0,0.0,0.0,1.9,5.6,18.6,14.6,5.4,0.0,14.6,3.4,0.0,0.0,0.0,0.0,0.0
4034,Christian McCaffrey,28.0,71,7.0,SF,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,12.6,6.3,0.0,0.0,0.0,0.0,0.0
4035,Alvin Kamara,29.0,70,7.0,NO,RB,19.5,43.0,14.2,21.4,9.6,14.9,5.4,15.2,24.5,13.4,10.9,0.0,0.0,0.0,0.0,0.0,0.0
4037,Chris Godwin,28.0,73,7.0,TB,WR,18.3,21.2,14.3,9.9,9.1,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4039,Cooper Kupp,31.0,74,7.0,LAR,WR,25.0,5.7,0.0,0.0,0.0,0.0,0.0,13.6,15.9,11.5,25.6,16.0,0.0,0.0,0.0,0.0,0.0
4040,JuJu Smith-Schuster,28.0,73,7.0,KC,WR,,,,,16.5,0.0,0.0,0.0,0.0,0.0,1.3,1.1,1.5,0.0,0.0,0.0,0.0
4046,Patrick Mahomes,29.0,74,7.0,KC,QB,15.64,14.94,17.38,14.0,14.44,0.0,14.06,19.18,24.54,16.54,17.84,28.76,16.64,0.0,0.0,0.0,0.0
